Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Notes
2024,California,San Joaquin,Surgical Site Infections (SSI),Gallbladder surgery,030000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",49,0,0.1,,,,,
2024,California,San Joaquin,Surgical Site Infections (SSI),Gastric surgery,030000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",75,0,0.21,0,0,17.48,Same,¥ See Data Dictionary
2024,California,San Joaquin,Surgical Site Infections (SSI),Hip prosthesis,030000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",9,0,0.04,,,,,
2024,California,San Joaquin,Surgical Site Infections (SSI),Open reduction of fracture,030000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",30,0,0.12,,,,,
2024,California,San Joaquin,Surgical Site Infections (SSI),Small bowel surgery,030000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",32,0,0.68,0,0,5.47,Same,¥ See Data Dictionary
2024,California,San Joaquin,Surgical Site Infections (SSI),Thoracic surgery,030000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",10,0,0.02,,,,,
2024,California,Calaveras,Surgical Site Infections (SSI),All procedures,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,150,3,1.19,2.53,0.64,6.88,Same,
2024,California,Calaveras,Surgical Site Infections (SSI),Appendix surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,12,0,0.04,,,,,
2024,California,Calaveras,Surgical Site Infections (SSI),Colon surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,16,1,0.35,2.83,0.07,15.78,Same,¥ See Data Dictionary
2024,California,Calaveras,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,6,0,0.03,,,,,
2024,California,Calaveras,Surgical Site Infections (SSI),Gallbladder surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,23,0,0.06,,,,,
2024,California,Calaveras,Surgical Site Infections (SSI),Gastric surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,3,0,0.02,,,,,
2024,California,Calaveras,Surgical Site Infections (SSI),Hip prosthesis,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,24,0,0.18,,,,,
2024,California,Calaveras,Surgical Site Infections (SSI),"Hysterectomy, abdominal",030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,16,0,0.1,,,,,
2024,California,Calaveras,Surgical Site Infections (SSI),Knee prosthesis,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,11,2,0.04,,,,,
2024,California,Calaveras,Surgical Site Infections (SSI),Open reduction of fracture,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,28,0,0.19,,,,,
2024,California,Calaveras,Surgical Site Infections (SSI),Ovarian surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,1,0,0,,,,,
2024,California,Calaveras,Surgical Site Infections (SSI),Rectal surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,4,0,0.07,,,,,
2024,California,Calaveras,Surgical Site Infections (SSI),Small bowel surgery,030000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,6,0,0.11,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),All procedures,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",804,2,3.94,0.51,0.09,1.68,Same,
2024,California,El Dorado,Surgical Site Infections (SSI),Appendix surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",49,0,0.11,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),Cardiac surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),Cesarean section,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",65,0,0.08,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),Colon surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",24,0,0.5,0,0,7.44,Same,¥ See Data Dictionary
2024,California,El Dorado,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",31,0,0.22,0,0,16.84,Same,¥ See Data Dictionary
2024,California,El Dorado,Surgical Site Infections (SSI),Gallbladder surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",74,0,0.26,0,0,14.13,Same,¥ See Data Dictionary
2024,California,El Dorado,Surgical Site Infections (SSI),Gastric surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",12,0,0.1,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),Hip prosthesis,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",142,1,0.7,1.44,0.04,7.99,Same,¥ See Data Dictionary
2024,California,El Dorado,Surgical Site Infections (SSI),"Hysterectomy, abdominal",030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",5,0,0.05,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),Kidney surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",9,0,0.03,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),Knee prosthesis,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",128,1,0.52,1.92,0.05,10.67,Same,¥ See Data Dictionary
2024,California,El Dorado,Surgical Site Infections (SSI),Laminectomy,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",33,0,0.11,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),Open reduction of fracture,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",121,0,0.82,0,0,4.48,Same,¥ See Data Dictionary
2024,California,El Dorado,Surgical Site Infections (SSI),Ovarian surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",6,0,0,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),Pacemaker surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",75,0,0.13,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),Rectal surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",3,0,0.05,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),Small bowel surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",9,0,0.21,0,0,17.82,Same,¥ See Data Dictionary
2024,California,El Dorado,Surgical Site Infections (SSI),Spinal fusion,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",6,0,0.02,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),Spleen surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,
2024,California,El Dorado,Surgical Site Infections (SSI),Thoracic surgery,030000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",10,0,0.03,,,,,
2024,California,Stanislaus,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,28,0,0.19,,,,,
2024,California,Stanislaus,Surgical Site Infections (SSI),All procedures,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,4048,24,29.23,0.82,0.54,1.2,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Appendix surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,93,0,0.53,0,0,6.96,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,23,0,0.48,0,0,7.62,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),Cardiac surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,155,0,0.94,0,0,3.92,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),Cesarean section,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,1044,0,2.08,0,0,1.44,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Colon surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,149,3,4.77,0.63,0.16,1.71,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,212,4,2.13,1.88,0.6,4.53,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,43,1,0.45,2.21,0.06,12.3,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,232,4,1.7,2.36,0.75,5.69,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,314,0,1.19,0,0,2.52,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Gastric surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,49,1,0.6,1.68,0.04,9.36,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),Hip prosthesis,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,268,1,3.25,0.31,0.02,1.52,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,61,0,0.4,0,0,9.15,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, vaginal",030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,29,0,0.22,0,0,17.16,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),Kidney surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,20,0,0.07,,,,,
2024,California,Stanislaus,Surgical Site Infections (SSI),Knee prosthesis,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,203,1,1.6,0.62,0.03,3.08,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Laminectomy,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,313,2,1.46,1.37,0.23,4.53,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,395,5,3.09,1.62,0.59,3.59,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Ovarian surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,53,0,0.03,,,,,
2024,California,Stanislaus,Surgical Site Infections (SSI),Rectal surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,12,0,0.25,0,0,14.64,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),Small bowel surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,71,0,1.32,0,0,2.27,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Spinal fusion,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,132,1,1.74,0.57,0.03,2.83,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Spleen surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,2,0,0.02,,,,,
2024,California,Stanislaus,Surgical Site Infections (SSI),Thoracic surgery,030000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,147,1,0.72,1.39,0.04,7.74,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,
2024,California,Stanislaus,Surgical Site Infections (SSI),All procedures,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,4884,34,41.26,0.82,0.58,1.14,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Appendix surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,170,1,1.21,0.83,0.04,4.07,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,49,0,0.86,0,0,4.29,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),Cardiac surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,127,0,1.19,0,0,2.53,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Cesarean section,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,510,3,0.92,3.26,0.67,9.53,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),Colon surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,189,3,4.72,0.64,0.16,1.73,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,132,0,1.66,0,0,1.81,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,
2024,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,358,2,2.77,0.72,0.12,2.39,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,479,5,2.68,1.87,0.68,4.14,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Gastric surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,567,2,2.24,0.89,0.15,2.95,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Hip prosthesis,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,267,1,2.61,0.38,0.02,1.89,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,16,0,0.13,,,,,
2024,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, vaginal",030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,2,0,0.02,,,,,
2024,California,Stanislaus,Surgical Site Infections (SSI),Kidney surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,31,0,0.1,,,,,
2024,California,Stanislaus,Surgical Site Infections (SSI),Knee prosthesis,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,297,2,1.75,1.15,0.19,3.79,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Laminectomy,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,189,0,0.7,0,0,5.27,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,219,4,1.91,2.1,0.67,5.06,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Ovarian surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,24,0,0.02,,,,,
2024,California,Stanislaus,Surgical Site Infections (SSI),Pacemaker surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,179,0,0.3,0,0,12.3,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),Rectal surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,41,0,0.78,0,0,4.73,Same,¥ See Data Dictionary
2024,California,Stanislaus,Surgical Site Infections (SSI),Small bowel surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,543,10,11.17,0.9,0.46,1.6,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Spinal fusion,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,270,1,2.56,0.39,0.02,1.93,Same,
2024,California,Stanislaus,Surgical Site Infections (SSI),Spleen surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,18,0,0.15,,,,,
2024,California,Stanislaus,Surgical Site Infections (SSI),Thoracic surgery,030000123,Memorial Medical Center,Acute Care Hospital,Major Teaching,202,0,0.79,0,0,4.68,Same,¥ See Data Dictionary
2024,California,Sacramento,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,030000124,Mercy General Hospital,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,
2024,California,Sacramento,Surgical Site Infections (SSI),All procedures,030000124,Mercy General Hospital,Acute Care Hospital,Major Teaching,4234,19,30.92,0.61,0.38,0.94,Better,
2024,California,Sacramento,Surgical Site Infections (SSI),Appendix surgery,030000124,Mercy General Hospital,Acute Care Hospital,Major Teaching,95,0,0.55,0,0,6.68,Same,¥ See Data Dictionary
2024,California,Sacramento,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",030000124,Mercy General Hospital,Acute Care Hospital,Major Teaching,43,0,1.22,0,0,2.45,Same,
2024,California,Sacramento,Surgical Site Infections (SSI),Cardiac surgery,030000124,Mercy General Hospital,Acute Care Hospital,Major Teaching,450,0,2.21,0,0,1.36,Same,
2024,California,Sacramento,Surgical Site Infections (SSI),Cesarean section,030000124,Mercy General Hospital,Acute Care Hospital,Major Teaching,175,0,0.41,0,0,9.04,Same,¥ See Data Dictionary
